Era,Name,Notes,Length,Release Date,On Streaming?,Link(s),Type
KING OF THE MISCHIEVOUS SOUTH VOL 2,ULTRA SHXT MIX VOL.1,"Mix consisting of Ultraground members songs. The tracklist is as follows:

Denzel Curry & Key Nyata - ULTRA SHXT
Denzel Curry, Key Nyata & Sauca Walka- P.O.P 
454 & Pig The Gemini - BERETTA
454 - CLONES
Denzel Curry & 454 - ANOTHA LATE NITE
454 & Pig The Gemini - LOVE ME, HATE ME
454 - STITCH + LILO
BKTHERULA & Cash Cobain - SHAKIN IT 
BKTHERULA & NBA YoungBoy - CRAZY GIRL 2
Key Nyata & Denzel Curry - Don’t Tell Me
BKTHERULA - Adult Swim
PlayThatBoiZay, Denzel Curry & 03 Greedo - RATATAT
PlayThatBoiZay & A$AP Ferg - PUT IT DOWN
PlayThatBoiZay & Kenny Mason - LIL JIT
Denzel Curry, PlayThatBoiZay & A$AP Rocky - HOODLUMZ
Denzel Curry, LAZER  DIM 700 & BKTHERULA - STILL IN THE PAINT
Nell & Denzel Curry - FROM THE SOUTH
Nell & Key Nyata - STAY READY",23:12,"Mar 28, 2025",Off Streaming,https://www.youtube.com/watch?v=Z-z3D5xoZ6I&t=527s,Album Track
,Features ,,,,,,
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Meechy Darko - Get Lit or Die Tryin'
(feat. Denzel Curry)",Track 6 from Meechy Darko's album Gothic Luxury. Has uncredited background vocals from Denzel.,3:31,"Aug 26, 2022",On Streaming ,https://open.spotify.com/track/0W9sqVANPF2Vj3dvVOVdyJ,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Meechy Darko - The MoMA
(feat. Black Thought & Denzel Curry)",Track 8 from Meechy Darko's album Gothic Luxury. Has uncredited background vocals from Denzel.,5:50,"Aug 26, 2022",On Streaming ,https://open.spotify.com/track/6OGySNX9u4jHBAvuCNaQvY,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Meechy Darko - Lost Souls
(feat. Denzel Curry & Busta Rhymes)",Track 12 from Meechy Darko's album Gothic Luxury.,4:32,"Aug 26, 2022",On Streaming ,https://open.spotify.com/track/11DBHIg090mRLgf00aFflP,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Sampa the Great - Lane
(feat. Denzel Curry & Powers Pleasant)","Track 2 from Sampa the Great's album As Above, So Below.",2:42,"Sep 9, 2022",On Streaming ,https://open.spotify.com/track/0kfq8g9NzF0nZVygVKL4qO,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"PlayThatBoiZay - 90'S BABY REMIX
(feat. Denzel Curry & ICECOLDBISHOP)",Single released by PlayThatBoiZay.,2:59,"Sep 20, 2022",On Streaming ,https://open.spotify.com/track/0TBvM7N8oGXbPo8ODQMcD7,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"MELODOWNZ - No Mercy
(feat. Denzel Curry) (prod. Smoke)",Track 9 from MELODOWNZ's album LONE WOLF.,3:00,"Oct 13, 2022",On Streaming ,https://open.spotify.com/track/3PE2gc4Wni4NaViz1oh07n,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"redveil - pg baby (Remix)
(feat. Denzel Curry) (prod. redveil)",Single released by redveil.,4:11,"Oct 25, 2022",On Streaming ,https://open.spotify.com/track/4PHAHCAJJx997egFWiqx0P,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"JELEEL! - SHOTS!
(feat. Denzel Curry) (prod. JELEEL! & FNZ)",Track 5 from JELEEL!'s album REAL RAW!,2:16,"Nov 18, 2022",On Streaming ,https://open.spotify.com/track/0X3t82GqNA6zMGKO6MSst1,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"midwxst - Tally
(feat. Denzel Curry) (prod. Charlie Heat & Kennedy Sabin)",Single released by midwxst.,2:27,"Jan 25, 2023",On Streaming ,https://open.spotify.com/track/6FGrBYBdIAS2asaP54AnZo,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Jasiah - KILLERS AND ROBBERS
(feat. Denzel Curry, midwxst & Matt Ox) (prod. Pedro Calloni & Spock)",Track 6 from Jasiah's album 3.,3:19,"Mar 29, 2023",On Streaming ,https://open.spotify.com/track/3o9bKpbA4fEwVof0Y2UF1X,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Twelve'len - Lady Draco
(with Denzel Curry) (prod. FNZ, Twelve'len, TJ Murphy & J. Wiggins)",Track 7 from Twelve'len's album Solace In the Night.,2:19,"Mar 22, 2023",On Streaming ,https://open.spotify.com/track/0bc3I3fYeyHj6dyEaaV2ga,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Armani White - GOATED.
(feat. Denzel Curry) (prod. July Da Producer & Myles William)",Track 2 from Armani White's album Road to CASABLANCO.,3:17,"Jan 13, 2023",On Streaming ,https://open.spotify.com/track/5FV8BuXQV61vNORagEvCqe,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Mike Dime - ARSENAL (I SMELL BITCH)
(feat. Denzel Curry) (prod. Ben10k & cdmp3)",Track 4 from Mike Dime's album TEXAS BOY.,3:15,"Jun 16, 2023",On Streaming ,https://open.spotify.com/track/5qVQkDreRgn8TFxRFfgYQB,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Danny Towers & DJ Scheme - Kreepin
(feat. Denzel Curry) (prod. Hoodrixh)",Track 6 from Danny Towers and DJ Scheme's album Safe House.,2:40,"Jun 23, 2023",On Streaming ,https://open.spotify.com/track/2nFrlrdIJG0mRi1rTWTLIx,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Westside Gunn - Ultra GriZelda
(feat. Denzel Curry) (prod. Miguel The Plug)",Track 15 from Westside Gunn's album And Then You Pray For Me.,2:28,"Oct 13, 2023",On Streaming ,https://open.spotify.com/track/5JYtlPnNypeU3OzKhBvwfc?si=0c98f8eb77f44410,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Lyrical Lemonade - First Night
(feat. Denzel Curry, Teezo Touchdown, Juicy J, Lil B & Cochise) (prod. Juicy J, Daniyel, marvy ayy, Car!ton, Cole Bennett, CRAZY MIKE, Jacob Wice & Kosher World)",Track 5 from Lyrical Lemonade's album All Is Yellow. Holy producer list.,3:37,"Jan 26, 2024",On Streaming,https://open.spotify.com/track/62I8KqQpGiLMILg0JxsSba,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Your Old Droog - DBZ
(feat. Method Man & Denzel Curry) (prod. Madlib)",Track 15 from Your Old Droog's album Movie.,3:11,"Apr 12, 2024",On Streaming,https://open.spotify.com/album/29YHhWfhv5Cbpnk94SDc5S?si=vGkn4BcfQx6-JL3znCK4-w,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"JPEGMAFIA - JPEGULTRA! [V1]
(feat. Denzel Curry) (prod. JPEGMAFIA, Kenny Beats, Nick Lee, Billy Ray & Alec Goldblatt)",Track 10 from the physical version of JPEGMAFIA's album I LAY DOWN MY LIFE FOR YOU. Has an extended instrumental.,5:35,"Aug 1, 2024",Off Streaming,https://pillows.su/f/276f34bf6acdff04aaa40fbac04a86e0,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"JPEGMAFIA - JPEGULTRA! [V2]
(feat. Denzel Curry) (prod. JPEGMAFIA, Kenny Beats, Nick Lee, Billy Ray & Alec Goldblatt)",Track 10 from JPEGMAFIA's album I LAY DOWN MY LIFE FOR YOU.,4:51,"Aug 1, 2024",On Streaming,https://open.spotify.com/track/0NMC6aezcf1GItgscoiQCO?si=0553a17604a04e21,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Kid Cudi - BABE AND I
(feat. Denzel Curry) (prod. Kid Cudi, Darnell ""Got It"" Donohue & Jean Baptiste)","Track 5 from Kid Cudi's album INSANO NITRO MEGA. Has very quiet, uncredited background vocals from Denzel.",2:28,"Feb 23, 2024",On Streaming,https://open.spotify.com/track/2Gyge9sAcLi9EfYKWYQGWH?si=784ddbe836314a97,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Jasiah - 5 DAYS
(feat. Denzel Curry & Meechy Darko) (prod. Jasiah)",Track 12 from Jasiah's album NO HOLDS BARRED.,3:56,"May 3, 2024",On Streaming,https://open.spotify.com/track/7kPDgtAZHfYQqukSQcoNvk?si=613147fdc9244287,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Powers Pleasant - Bandoe
(feat. Denzel Curry, Meechy Darko & Soulja Livin Tru) (prod. Powers Pleasant & Ben10k)",Track 5 from Power Pleasant's album Life Sucks.,3:29,"Oct 2, 2024",On Streaming,https://open.spotify.com/album/6nmg6suJMCrtKz7LUoM19S?si=cZvZEJF8S06BUVCvzstk6Q,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Powers Pleasant - Endtro
(feat. Denzel Curry, Hannah Mundine) (prod. Powers Pleasant & Tim Randolph)
(Endtroducing)",Track 1 from Powers Pleasant's album Life Sucks. Studio version of Endtroducing from the Live At Electric Lady EP.,2:47,"Oct 4, 2024",On Streaming,https://open.spotify.com/track/4LiQJjjZdks0uQl2s2TSbp?si=8b83117c4cb3414f,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"🌟 MONTREALITY - mystic freestyle
(feat. Denzel Curry)","Song released for the Montreality DVD series. Contains a gunshot sound later reused on ""COLE PIMP"".",1:31,"Oct 10, 2024",Off Streaming,https://youtu.be/BbFcQSQLxnE?si=5sxuQem9_9-rdsfQ,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"A$AP Ferg - Demons 
(feat. Denzel Curry) (prod. Kevin Krash)",Track 5 from A$AP Ferg's album DAROLD.,2:16,"Nov 8, 2024",On Streaming,https://open.spotify.com/track/6EAOvJREWqTN1r87ZgW30l?si=383d5e0412bf444e,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"Nell - FROM THE SOUTH
(feat. Denzel Curry) (prod. Dragonite & Fokogoloko)",Track 1 from Nell's album THE BLACK TAPE. Mixed like dogshit.,4:26,"Dec 1, 2024",On Streaming,https://open.spotify.com/track/2kxX82ttukOFrj7zEcQcSn?si=25b8ce2c42634324,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"PlayThatBoiZay - MURDA GARDENS
(feat. Denzel Curry) (prod. Powers Pleasant)",Track 15 from PlayThatBoiZay's album VAMPIRES IMPERSONATING PEOPLE.,2:42,"Dec 13, 2024",On Streaming,https://open.spotify.com/track/3mcPhKdVmTodqyJlIjq23B?si=8ea53f1cd8814cca,Feature
KING OF THE MISCHIEVOUS SOUTH VOL 2,"PlayThatBoiZay - RATATAT
(feat. Denzel Curry & 03 Greedo) (prod. iloveit! & Derrickulous)",Track 19 from PlayThatBoiZay's album VAMPIRES IMPERSONATING PEOPLE.,3:09,"Dec 13, 2024",On Streaming,https://open.spotify.com/track/0lsRY8Qm36UCeuTflMWf8m?si=e3c6ac55a568428b,Feature
,"Strictly 4 The Scythe
(Collaboration with Working On Dying & ULTRAGROUND)","(15/11/2024) (KING OF THE MISCHEVIOUS SOUTH officially releases)
(27/5/2025) (STRICTLY 4 THE SCYTHE would be announced)
(6/3/2026) (STRICTLY 4 THE SCYTHE officially releases)",,,,"Denzel said on an Instagram post that he will be dropping new music if people comment on the post. The post has the caption ""FUCK WITH THE SCYTHE YOU GET SLICED"", referring to the lyrics of the snippet tentatively titled ""The Scythe"".",Feature
,Strictly 4 The Scythe,,,,,,
Strictly 4 The Scythe,"THE SCYTHE
(feat. TiaCorine & A$AP Ferg) (prod. BEAUTIFULMVN, iloveit!, POSHstronaut & DJ Qeys)",Track 1 on Strictly 4 The Scythe. Transitions into LIT EFFECT. Samples The Unsafe Bridge by Laura Olsher,2:56,"Feb 17, 2026",On Streaming,https://open.spotify.com/album/0YmJPpKQdsskngFVgZy8Ss?si=Nikq5qdCTAGii1dTtYu9pA,EP Track
Strictly 4 The Scythe,"LIT EFFECT
(feat. BKTHERULA & LAZER DIM 700) (prod. BNYX & Bryvn)",Track 2 on Strictly 4 The Scythe.,3:27,"Jan 22, 2026",On Streaming,https://open.spotify.com/intl-tr/track/4sJFW6APhXl5v7idGF3QWd?si=a1458bdcb15f45b7,EP Track
Strictly 4 The Scythe,"PHONY
(feat. Juicy J, Key Nyata & A$AP Ferg) (prod. iloveit!, BEAUTIFULMVN, Oogie Mane & ilykimchi)",Track 3 on Strictly 4 The Scythe.,4:10,"Mar 6, 2026",On Streaming,https://open.spotify.com/track/4vqIcTctLixrnffboAMpJn?si=9c3ecfa97c7b4e2e,EP Track
Strictly 4 The Scythe,"MUTT THAT BIH
(feat. 1900Rugrat & Key Nyata) (prod. Swaggyono, SkipOnDaBeat & iloveit!)",Track 4 on Strictly 4 The Scythe.,3:57,"Mar 3, 2026",On Streaming,https://open.spotify.com/track/3iFNq8TcrmWdElJ7IkqHRF?si=de9419f518ab45b5,EP Track
Strictly 4 The Scythe,"HOOPTY
(feat. TiaCorine & Smino) (prod. iloveit! & BEAUTIFULMVN)",Track 5 on Strictly 4 The Scythe. Samples Searching for the Truth by The Four M Company,3:47,"Mar 6, 2026",On Streaming,https://open.spotify.com/track/5WLtSGSx0sQbmpLHrQ19Ic?si=f43f37639a3e4bb4,EP Track
Strictly 4 The Scythe,"YOU AIN'T GOTTA LIE
(feat. 454 & Luh Tyler) (prod. BNYX, POSHstronaut & DJ Qeys)",Track 6 on Strictly 4 The Scythe.,3:47,"Mar 6, 2026",On Streaming,https://open.spotify.com/track/5PmHRo2DypyydSaufOQW7d?si=5d371740cc7c4ecf,EP Track
Strictly 4 The Scythe,"🌟 TAN [V2]
(feat. BKTHERULA & TiaCorine) (prod. iloveit!, BEAUTIFULMVN, Oogie Mane, ilykimchi, POSHstronaut & DJ Qeys)",Track 7 on Strictly 4 The Scythe. Was the version used on spotify before it got changed for 0 reason.,3:30,"Mar 6, 2026",Off Streaming,https://open.spotify.com/track/0i8BSCd7iN5Ck6jtUl04Tf?si=744bc591c3c24eb5,EP Track
Strictly 4 The Scythe,"TAN [V3]
(feat. BKTHERULA & TiaCorine) (prod. iloveit!, BEAUTIFULMVN, Oogie Mane, ilykimchi, POSHstronaut & DJ Qeys)",Track 7 on Strictly 4 The Scythe. Remix of BKTHERULA's 2023 track TAN. Doesn't feature any vocals from Denzel. Updated version that removes all the good production.,3:30,"Mar 6, 2026",On Streaming,https://open.spotify.com/track/0i8BSCd7iN5Ck6jtUl04Tf?si=744bc591c3c24eb5,EP Track
Strictly 4 The Scythe,"UP
(feat. Rich The Kid, A$AP Ferg & SadBoi) (prod. iloveit! & BEAUTIFULMVN)",Track 8 on Strictly 4 The Scythe.,4:06,"Mar 6, 2026",On Streaming,https://open.spotify.com/track/1nTawhKNAyDAtEkhPsNYY7?si=0556f87022d14e53,EP Track
,Singles,,,,,,
Strictly 4 The Scythe,"S4DS INTRO
(feat. TiaCorine & BKTHERULA)",Ok genuinely what the fuck was the point of this.,0:48,"Jan 16, 2026",On Streaming,https://open.spotify.com/intl-tr/track/6yYkpgD5g5dTdRAbMmyVdQ?si=4820f278b1a34862,Single
Strictly 4 The Scythe,"BKTHERULA - TAN [V1]
(prod. Azure)",Track 1 from BKTHERULA's album LVL5 P1. Was later remixed for Strictly 4 The Scythe.,2:31,"Dec 27, 2023",On Streaming,https://open.spotify.com/album/4U6lKEILlMsNsdYjKC6erZ?si=66e92c815ef24dbf,Single
,Features ,,,,,,
Strictly 4 The Scythe,"BIA - WE ON GO II
(feat. A$AP Ferg & Denzel Curry) (Da Honorable C.N.O.T.E & Tommy Brown)","Remix of the song ""WE ON GO"" by BIA, adding verses from Ferg & Denzel. Track 3 on BIAs album ""BIANCA"".",3:15,"Oct 10, 2025",On Streaming,https://open.spotify.com/track/3LtqBgvHGsaSjYw9NmLkky?si=1c087b652ebd48b2,Feature
Strictly 4 The Scythe,"A$AP Ferg - FOCUS ON ME
(feat. Denzel Curry) (prod. iloveit!, Tavvi Haapala, Beautifulmvn & Tweektune)","Track 8 on ""FLIP PHONE SHORTY - STRICTLY FOR DA STREETZ VOL. 1"" by A$AP Ferg.",2:43,"Nov 28, 2025",On Streaming,https://open.spotify.com/track/3CMSSoYFKQgFiLCLJeClfJ?si=da366cbbf02b48e9,Feature
Strictly 4 The Scythe,"A$AP Ferg - YOUNG OG
(feat. Denzel Curry) (prod. Lex Luger & Tavvi Haapala)","Track 10 on ""FLIP PHONE SHORTY - STRICTLY FOR DA STREETZ VOL. 1"" by A$AP Ferg.",2:57,"Nov 28, 2025",On Streaming,https://open.spotify.com/track/6GmDrgDcGSLzU7XxxsL0aw?si=a2a6ef9145884ab7,Feature
,Ongoing,"(15/11/2024) (KING OF THE MISCHEVIOUS SOUTH officially releases)
(27/5/2025) (STRICTLY 4 THE SCYTHE would be announced)
(6/3/2026) (STRICTLY 4 THE SCYTHE officially releases)
(Ongoing)",,,,"Denzel has confirmed the existance of a solo album in DMs with a fan. In an interview, he then stated he will be ""lyrically at his best"" on this project.",Feature
,Singles,,,,,,
Ongoing,"Key Nyata, Pouya & Denzel Curry - Head Hunting
(feat. Shakewell & KXLLSWXTCH) (prod. Rocci)","Single released by Key Nyata, Pouya & Denzel Curry.","Dec 30, 1899","Mar 4, 2025",On Streaming,https://open.spotify.com/album/2GEPZyb4lxgOzsVucL5CDk?si=1-pLopMeQOq77wodi8BpXg,Single
Ongoing,"Him
(feat. HIM Movie) (prod. Powers Pleasant & Bobby Krlic)",Song released for the soundtrack of HIM.,"Dec 30, 1899","Sep 18, 2025",On Streaming,https://open.spotify.com/track/6SRMSCLGHYHXGbdFD58qTA?si=zRBydLAhTGO--iF58lHGug,Single
,Features ,,,,,,
Ongoing,"IDK - S.U (B)
(feat. Denzel Curry) (prod. Kal Banx, IDK & Calvin Valentine)",Track 3 from IDK's album BRAVADO INTiMO...,"Dec 30, 1899","Feb 4, 2025",On Streaming,https://open.spotify.com/track/7q6oTDpzrYNHzQrSScN9K7?si=bb26f5ee89474f4c,Feature
Ongoing,"Maxo Kream - Triggaman
(feat. Denzel Curry) (prod. Ryan ESL)",Track 14 from Maxo Kream's album Personification.,"Dec 30, 1899","Nov 15, 2024",On Streaming,https://open.spotify.com/track/37S1kkUm4xlnXNA8IDBas1,Feature
Ongoing,"AKTHESAVIOR - Ichiban
(feat. Leon Fanourakis, Taka Perry, Yeek & Denzel Curry) (prod. Taka Perry)","Single released by AKTHESAVIOR. One man, ichiban, fresh out of Japan, do as I command And what I demand is some fucking peace and quiet I told 'em, ""Please go to church, and please get on a diet""","Dec 30, 1899","May 23, 2025",On Streaming,https://open.spotify.com/album/3uVg4xESevPRE7xdqHZlJR?si=F5MTpVoHTy-dVbrSroLPZg,Feature
Ongoing,"Fred Again.. - Victory Lap Two
(feat. Skepta, PlaqueBoyMax & Denzel Curry) (prod. Blake Cascoe, Dan Mayo, Darcy Lewis, Fred Again.. & PlaqueBoyMax)",Remix of Victory Lap by Fred Again. Teases a Hanumankind verse in the last second of the song. Replaced with Victory Lap 3 when it released.,"Dec 30, 1899","Jul 9, 2025",Off Streaming,https://pillows.su/f/908d5f4373cb6c10edb418d153a6a1b4,Feature
Ongoing,"Fred Again.. - Victory Lap Three
(feat. Skepta, PraqueBoyMax, Denzel Curry & Hanumankind) (prod. Blake Cascoe, Dan Mayo, Darcy Lewis, Fred Again.. & PlaqueBoyMax)",Update to Victory Lap Two which adds the previously teased Hanumankind verse and teases a That Mexican OT verse in the last second of the song. Replaced with Victory Lap 4 when it released. The last good Victory Lap 🫩,"Dec 30, 1899","Jul 16, 2025",Off Streaming,https://pillows.su/f/5b7f6c888b66cb7fc010a8922d112602,Feature
Ongoing,"Fred Again.. - Victory Lap Four
(feat. Skepta, PraqueBoyMax, Denzel Curry, Hanumankind & That Mexican OT) (prod. Blake Cascoe, Dan Mayo, Darcy Lewis, Fred Again.. & PlaqueBoyMax)","Update to Victory Lap Three, adding the previously teased That Mexican OT verse. Somehow not the last victory lap, although no verse is teased in the outro.","Dec 30, 1899","Jul 23, 2025",Off Streaming,https://pillows.su/f/11886c74e51868adc89ae84db6882152,Feature
Ongoing,"Hanumankind - Reckless
(feat. Denzel Curry) (prod. Kalmi & Hisab)","Track 1 on Hanumankind's album ""Monsoon Season"".","Dec 30, 1899","Jul 25, 2025",On Streaming,https://open.spotify.com/track/3LrAGrfCLRDhQoDxS5Nz3B?si=2f7989fa1c464be88,Feature
Ongoing,"Juicy J - Achieve It
(feat. Denzel Curry) (prod. Juicy J & Crazy Mike)","Track 12 on Juicy J's album ""Head On Swivel"".","Dec 30, 1899","Aug 1, 2025",On Streaming,https://open.spotify.com/track/0CV16tTi1X5zw9SEW9i24x?si=elBoQifHTAiylxRRlIakig&context=spotify%3Aalbum%3A6pCZ5PKVR7emIMYKzr6qGS,Feature
Ongoing,"That Mexican OT - Blocka Blocka
(feat. Denzel Curry) (prod. Fred On Em Beats)","Track 20 on That Mexican OT's album ""Recess"".","Dec 30, 1899","Aug 15, 2025",On Streaming,https://open.spotify.com/track/2w14ij5OzHTJ4C6B1Uh3JW?si=7d821d550b6b4ab8,Feature
Ongoing,"🗑️ Fred Again.. - Victory Lap Five
(feat. Skepta, PraqueBoyMax, Denzel Curry, Hanumankind, That Mexican OT, D Double E & LYNY) (prod. Blake Cascoe, Dan Mayo, Darcy Lewis, Fred Again.., PlaqueBoyMax & LYNY)","OH MY FUCKING GOD ENOUGH ALREADY
Samples ""Section"" by LYNY, which is where the LYNY feature comes from.

its not enough we need victory lap 6 -hbesok
fuck you hbesok -Tereyağız","Dec 30, 1899","Jul 23, 2025",On Streaming,https://open.spotify.com/track/7vV6MiU4BHLuNyu4P87z9k?si=5a1c9c03cbee4955,Feature
Ongoing,"Black Fortune - Ice
(feat. Denzel Curry) (prod. Scott Slatt & JiKay)",Single released by Black Fortune.,"Dec 30, 1899","Dec 10, 2025",On Streaming,https://open.spotify.com/track/2lBFgyaRL7jtHFNIdrCe0h?si=2193e677c0364fb8,Feature
Ongoing,"Chip Tha Ripper - Fat Raps 4
(feat. Denzel Curry, Larry June & mgk) (prod. Chuck Inglish)","Track 2 on the album ""RAPPING PAPER (GIFT RAPS 2)"" by Chip Tha Ripper. 

""This is the greatest song of all time."" -ScalderM","Dec 30, 1899","Dec 25, 2025",On Streaming,https://open.spotify.com/track/5XPettetc0RieAwcf0pqrh?si=jZx0YV-QR5q2zPvvnfHenA,Feature
Ongoing,"Maxo Kream - Fake Jeezy 
(feat. Denzel Curry & JPEGMAFIA) (prod. JPEGMAFIA)",Single released by Maxo Kream. Doesn't feature any vocals from JPEGMAFIA.,"Dec 30, 1899","Jan 16, 2026",On Streaming,https://open.spotify.com/track/4fhgwk5dCgOZUh8LyxBk9r?si=3fec11393a274fb5,Feature
Ongoing,"Knocked Loose - Hivemind
(feat. Denzel Curry) (prod. Kevin Kaine, Kevin Otten, Isaac Hale, Bryan Garris, Nickolas Calderon, Denzel Curry, Drew Fulk & WZRD BLD)",Single released by Knocked Loose.,"Dec 30, 1899","Feb 10, 2026",On Streaming,https://open.spotify.com/album/6eNCE2Inl49H7U8L0YaaRg?si=QBpTRAMxSHy5BwA4hBwBZg,Feature
Ongoing,"Baby Keem - House Money
(feat. Kendrick Lamar & Denzel Curry) (prod. Baby Keem, Scott Bridgeway, Teo Halm & Danja)",Track 5 from Baby Keem's album Ca$ino. Has 3 uncredited adlibs from Denzel because god forbid 2 of my goats hop on a song together.,"Dec 30, 1899","Feb 20, 2026",On Streaming,https://open.spotify.com/track/5Th1SPySWgYlkXXC6wLMwL?si=3fefb4987a504e2d,Feature
