Era,Name,Info/Notes,Length,Leak Date,File Date,File Date,Type,"Availability
(aka Snippet Central)",Quality,Link(s)
Zombie Circus,🗑️ Rotten Sarah (Instrumental),"Instrumental to ""Rotten Sarah,"" made in 2009. The comment for this song states ""Gonna Write Some Dark Shit To This... Sarah... Forever...""",1:27,"Apr 4, 2025","Jul 1, 1905",2009,Instrumental,Full,CD Quality,https://pixeldrain.com/u/BMseTXeT
WOLF [V1],Tron Cat (Instrumental) [V2],"Final version of the instrumental to Tron Cat, made in 2010. Possibly unmixed and doesn't have the outro like in other versions.",3:48,"Apr 4, 2025","Jul 2, 1905",2010,Instrumental,Full,CD Quality,https://pixeldrain.com/u/xdu61Re2
Ace,Brass Practice,"Loose instrumental made in 2008, leaked as a bonus to a Frank Ocean groupbuy.",1:36,"Mar 29, 2025","Jun 30, 1905",2008,Instrumental,Full,CD Quality,https://pixeldrain.com/u/ovu2GJ3x
Dinosaur,✨ Dazed [V2],"Finished version of ""Dazed"", made in 2009. Snippet leaked on March 19th, 2025. Later leaked on March 29th, 2025 as a bonus for a Frank Ocean groupbuy.",4:11,"Mar 29, 2025","Jul 1, 1905",2009,Instrumental,Full,High Quality,https://pixeldrain.com/u/UFFxc274
Ace,Supreme (Instrumental) [V1],"Original version of the ""Supreme"" instrumental, made in February 2006. At this point, the beat wasn't made for any projects Tyler was working on.",1:38,"Mar 24, 2025","Jun 28, 1905",2006,Instrumental,Full,High Quality,https://pixeldrain.com/u/t8u3moRS
Ace,Hustling,Loose instrumental made in 2008.,3:37,"Mar 24, 2025","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/z1mSWJMw
Ace,Loop12,"Loose instrumental, year unknown. Tagged with no name, the filename is used as a placeholder name.",1:34,"Mar 24, 2025",,,Instrumental,Full,CD Quality,https://pixeldrain.com/u/4wzq1RDJ
WOLF [V1],"KittyKat [V3]
(Fish (Instrumental), Kitty)","Third version of the instrumental to Fish, made in 2009.",2:27,"Mar 24, 2025","Jul 1, 1905",2009,Instrumental,Full,CD Quality,https://pixeldrain.com/u/zuo9SVkA
Ace,"???
(Dusk)",Loose instrumental made in 2008.,1:23,"Mar 22, 2025","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/VTD4526f
Soundz On Acid,⭐ Diamond [V2],"Later version of ""Diamond"" with extra production and a brand new intro and outro.",4:14,"Mar 22, 2025","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/zWKg1rJd
Unknown,🏅 Da Blow,"OG Project Filename: da blow tyler.band
Obscure 2009-2010 joke song, may feature Domo Genesis. project file is had. unknown which album this is made for. Unrelated to Blow.",,"Mar 17, 2025",,,Song,Snippet,Recording,https://pixeldrain.com/u/BeN2EjZ6
At Your Own Risk [V2],✨️ 3-D [V4],"Final At Your Own Risk version of 3-D, completely different from the previous 2 versions. Made in 2007 for the final copy of the album. Instrumental only",2:12,"Mar 15, 2025",,,Instrumental,OG File,CD Quality,https://pixeldrain.com/u/Cb1MohFe
WOLF [V1],Skut (Instrumental),"Instrumental to ""Skut,"" snippet played during a VC.",3:56,"Mar 10, 2025",,,Instrumental,Snippet,Recording,https://pixeldrain.com/u/RahrvdAX
The OF Tape Vol. 2,Wheels 2 (Instrumental),"Instrumental to ""Wheels 2"", snippet played during a VC.",,"Mar 10, 2025",,,Instrumental,Snippet,Recording,https://pixeldrain.com/u/rv1xas6s
PinkGold SquarePixals,"⭐ Super Martian Robot Girl
(prod. Tyler, The Creator & Matt Martians)",PinkGoldSquarePixals track.,3:07,"Mar 8, 2025","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/QHTjdapP
WOLF [V1],✨ Unorthodox (Instrumental),"Instrumental to ""Unorthodox,"" made on May 1st, 2009. As of right now, this is all we have of the lost track. Leaked on March 8th, 2025 after a $330 groupbuy.",4:06,"Mar 8, 2025","May 1, 2009","May 1, 2009",Instrumental,Full,High Quality,https://pixeldrain.com/u/q6pGC5Ur
Ace,"Fish [V2]
(Fishhh)","Later draft of the demo of ""Fish"", recorded in 2007 with improved mixing, lyrics reused in entirety for the 2010 - 2011 version of ""Fish"", contains no open instrumental.",0:36,"Mar 7, 2025","Jun 29, 1905",2007,Song,Full,High Quality,https://pixeldrain.com/u/ppup13mo
Bodega,Taffy,"Bodega track, made in 2008. Tagged as track 3.",2:19,"Mar 7, 2025","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/Rw87rkWM
Eargasm,Odd Toddlers (Instrumental) [V2],"Final instrumental to ""Odd Toddlers,"" made in 2008. Has a few mixing differences and doesn't fade out like in the final.",3:37,"Feb 22, 2025","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/RJC3NBEr
Bodega,Spring,"Bodega track, made in 2008. Track 14 on Bodega.",3:46,"Feb 10, 2025","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/JkNSHiUV
Earl,Wakeupfaggot (Instrumental),"Instrumental to ""Wakeupfaggot"" by Earl Sweatshirt, over a minute longer than Earl's skit.",1:53,"Feb 10, 2025",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/mTMcTvwi
Ace,"Blast [V2]
(Bang)","Updated version of Bang, made in 2007.",4:37,"Feb 9, 2025","Jun 29, 1905",,Instrumental,Full,CD Quality,https://pixeldrain.com/u/EWNgvRjs
WOLF [V1],"⭐ Half/Half (Instrumental) [V3]
(Illegal Civ 2, Half N Half)","Track 6 on WOLF [V1]. Stated on Formspring by Tyler to be one of his best. Snippet leaked on February 4th, 2025, later leaked in full on February 7th, 2025 after a successful GB.",4:00,"Feb 7, 2025","Jul 2, 1905",2010,Instrumental,Full,CD Quality,https://pixeldrain.com/u/NBTGG4zw
Dreams In 3-D,✨ XoXo (Instrumental) [V2] ,"Second version of XoXo, also made in 2006.",3:57,"Feb 6, 2025","Jun 28, 1905",2006,Instrumental,Full,High Quality,https://pixeldrain.com/u/d4ZigKip
Stereo-Type,✨ Handsome Sounds (Instrumental),"Instrumental to ""Handsome Sounds,"" made in 2007. Comments in the file read ""2 A's & 1 B? What The Fuck That Even Mean? Jive And Dunks (Yeh Nigga) Stay Clean, Ice Cream. No Faggot, You Can't Have This Fucking Preme.""",1:50,"Feb 6, 2025","Jun 29, 1905",2007,Instrumental,OG File,Low Quality,https://pixeldrain.com/u/SduCpTHa
Ace,✨ Styrofoam,Loose instrumental made in 2009.,1:49,"Feb 4, 2025","Jul 1, 1905",2009,Instrumental,Full,High Quality,https://pixeldrain.com/u/beiT6qoP
Dreams In 3-D,Slurpee [V2],"Dreams In 3-D version of ""Slurpee,"" made in 2006. Track 2 on the project.",2:57,"Feb 4, 2025","Jun 28, 1905",2006,Instrumental,Full,High Quality,https://pixeldrain.com/u/2sKRaQmY
At Your Own Risk [V1],✨ L.O.L. [V1],"At Your Own Risk track, made in 2007. Track 3 on the project.",3:37,"Feb 4, 2025","Jun 29, 1905",2007,Instrumental,Full,High Quality,https://pixeldrain.com/u/KRgJpP7n
Stereo-Type,✨ I Dream (Instrumental) [V4],"Stereo-Type version of ""I Dream,"" made in 2007.",4:07,"Feb 4, 2025","Jun 29, 1905",2007,Instrumental,Full,CD Quality,https://pixeldrain.com/u/uv5XEod8
Bodega,⭐ Tulips,"Bodega instrumental made in 2007, tagged as track 8 on the project. Meant for brandUn DeShay to rap over.",2:03,"Feb 4, 2025","Jun 29, 1905",2007,Instrumental,Full,CD Quality,https://pixeldrain.com/u/cot5QLmB
The Au79,⭐ Leuz,"An instrumental from The Au79, made in 2008.",2:17,"Feb 4, 2025","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/isZqsrpH
Ace,Anniversary,Loose instrumental made in 2007.,2:01,"Jan 30, 2025","Jun 29, 1905",2007,Instrumental,Full,CD Quality,https://pixeldrain.com/u/ueGHU2fk
Ace,Neon,Loose instrumental made in 2009.,2:49,"Jan 30, 2025","Jul 1, 1905",2009,Instrumental,Full,CD Quality,https://pixeldrain.com/u/tyWTeZPn
Eargasm,Eureka,"Eargasm track, tagged as track 9.",2:19,"Jan 30, 2025","Jun 29, 1905",2007,Instrumental,Full,CD Quality,https://pixeldrain.com/u/Zb4K7nfb
Dinosaur,Dazed [V1],"Rough draft of a Dinosaur track, instrumental only. has no relation to ""Dazed X Amazed"" other than the fact that it's on the same album.",0:57,"Jan 30, 2025",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/Nw5WY5Yh
Rolling Papers,Buzzin (Instrumental),"Instrumental to ""Buzzin"" by Domo Genesis.",2:22,"Jan 29, 2025",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/3Tvi2RrS
Ace,Laces,Loose instrumental made in 2009.,2:08,"Jan 25, 2025","Jul 1, 1905",2009,Instrumental,Full,High Quality,https://pixeldrain.com/u/pqGBWxUs
Unknown,???,"Snippet that was leaked, not much known about it.",,"Jan 4, 2025",,,Other / Unknown,Snippet,High Quality,https://pixeldrain.com/u/rLZ7aa2q
IGOR,"🏅 GONE, GONE [V4]
(Love Gone, Love's Gone)","Version of ""GONE, GONE"" without Cee Lo Green. This snippet it from Gaws, so it MIGHT be a stem edit.",,"Jan 1, 2025",,,Song,Snippet,High Quality,https://pixeldrain.com/u/nAzk2zBC
CALL ME IF YOU GET LOST [V2],"Westside Gunn - The Fly who couldn't Fly straight [V1]
(feat. Tyler the Creator)","Original version of ""The Fly who couldn't Fly straight"" by Westside Gunn, features a different verse from Tyler.",,"Jan 1, 2025",,,Song,Snippet,High Quality,https://pixeldrain.com/u/CYvzK1z1
CALL ME IF YOU GET LOST [V1],"Lil Yachty - Tokyo Drift [V2]
(with Tierra Whack) (feat. A$AP Rocky & Tyler, The Creator)
(T.D)","A later version of ""T.D"" seemingly titled ""Tokyo Drift"" at this time. This version features different mixing and no beat chops or sfx. The song surfaced randomly on December 26th, 2024.",3:53,"Dec 26, 2024",,,Song,Full,High Quality,https://pixeldrain.com/u/6pmQ94vo
Ace,Ray Gun,Loose instrumental made in 2006.,3:00,"Dec 25, 2024","Jun 28, 1905",2006,Instrumental,Full,High Quality,https://pixeldrain.com/u/9Lgfw3x7
Ace,Xmas,Loose instrumental made in 2008.,2:38,"Dec 25, 2024","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/1FZ7c97L
PinkGold SquarePixals,"🗑️ Plex 2-D
(prod. Tyler, The Creator & Matt Martians)",PinkGoldSquarePixals track.,3:15,"Dec 25, 2024","Jun 30, 1905",2008,Instrumental,Full,CD Quality,https://pixeldrain.com/u/7y7kPkbS
Rolling Papers,First Roll (Instrumental),"Demo instrumental to ""First Roll"" by Domo Genesis, significantly longer than the released version.",1:36,"Dec 25, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/8PsyjM72
Ace,🗑️ Spin,Loose instrumental made in 2007.,1:24,"Dec 14, 2024","Jun 29, 1905",2007,Instrumental,Full,High Quality,https://pixeldrain.com/u/XNDrn4of
Ace,Trick,Loose instrumental made in 2008.,3:36,"Dec 14, 2024","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/h5aX4vuH
Eargasm,⭐ Sea,"Eargasm track, made in 2007. Tagged as track 14. Samples ""Can We Do It Again"" by Timbaland & Magoo.",2:27,"Dec 14, 2024","Jun 29, 1905",2007,Instrumental,Full,CD Quality,https://pixeldrain.com/u/AZwGJVVb
Dinosaur,The Fuck You Bunch [V1],"Earlier version of ""The Fuck You Bunch"" with alternate production",4:11,"Dec 14, 2024",,,Instrumental,Full,CD Quality,https://pixeldrain.com/u/2c1HJfhg
Bastard,Wheels (Instrumental) [V2],"Version of the ""Wheels"" instrumental that's closer to the final version but with alternate mixing and a beatswitch. Made in 2009.",3:53,"Dec 14, 2024","Jul 1, 1905",2009,Instrumental,Full,Low Quality,https://pixeldrain.com/u/KSG6aaJc
Ace,ZyX,Loose instrumental made in 2007.,2:17,"Dec 12, 2024","Jun 29, 1905",2007,Instrumental,Full,High Quality,https://pixeldrain.com/u/fUKgiweJ
Ace,Synesthezia,Loose instrumental made in 2008.,4:06,"Dec 9, 2024","Jun 30, 1905",2008,Instrumental,Full,CD Quality,https://pixeldrain.com/u/886oxG1b
Eargasm,Slurpee [V3],"Eargasm version of ""Slurpee"", made in 2007. Doesn't share much in common with Version 2.",5:49,"Dec 6, 2024","Jun 29, 1905",2007,Instrumental,Full,High Quality,https://pixeldrain.com/u/MP7N4V58
Ace,Dolph,Loose instrumental made in 2007.,3:29,"Dec 3, 2024","Jun 29, 1905",2007,Instrumental,Full,CD Quality,https://pixeldrain.com/u/z9vte1iu
Ace,"Taxi [V1]
(Jolly)",Loose instrumental made in 2008.,3:19,"Dec 3, 2024","Jun 30, 1905",2008,Instrumental,Full,CD Quality,https://pixeldrain.com/u/fnxGceNw
WOLF [V1],Tron Cat (Instrumental) [V1],"Rough draft of the Tron Cat Instrumental, made in 2010.",,"Nov 30, 2024",,,Instrumental,Snippet,High Quality,https://pixeldrain.com/u/bfRo74yV
Ace,Real Trap Shit,Loose instrumental made in 2010. Previewed on Ustream between 2010 & 2011.,2:45,"Nov 20, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/a7ZPk1Lc
Ace,✨ Stusssy [V1],"Loose instrumental made in 2008, later reworked in 2010.",2:05,"Nov 14, 2024","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/5ZogPwJu
Stereo-Type,⭐️ Secret Garden (Instrumental) [V1],"Instrumental to ""Secret Garden"" that was later recorded on for Stereo-Type &  reworked for Wolf (2010).",4:05,"Nov 13, 2024","Jun 29, 1905",2007,Instrumental,OG File,CD Quality,https://pixeldrain.com/u/yviZTQMW
CHROMAKOPIA,"Darling, I [V1]","Version of ""Darling, I"" with a lead outtake, ripped from the ""MASK IS OFF: CHROMAKOPIA"" video.",,"Nov 12, 2024",,,Song,Snippet,Recording,https://pixeldrain.com/u/CmL13DBV
CHROMAKOPIA,"Darling, I [V2]","Version of ""Darling, I"" with a harmony outtake, ripped from the ""MASK IS OFF: CHROMAKOPIA"" video.",,"Nov 12, 2024",,,Song,Snippet,Recording,https://pixeldrain.com/u/iVGTTYxa
CHROMAKOPIA,"Darling, I [V3]","Early version of ""Darling, I"" with a mumble outtake, ripped from the ""MASK IS OFF: CHROMAKOPIA"" video.",,"Nov 12, 2024",,,Song,Snippet,Recording,https://pixeldrain.com/u/dRwMYLiQ
CHROMAKOPIA,I Hope You Find Your Way Home [V1],"OG Filename: rainy_intro_intro
Early version of ""I Hope You Find Your Way Home"", ripped from the ""MASK IS OFF: CHROMAKOPIA"" video.",,"Nov 12, 2024",,,Song,Snippet,Recording,https://pixeldrain.com/u/jBxhQivL
CHROMAKOPIA,I Killed You [V1],"Early version of ""I Killed You"" with some alternate vocals from Tyler, ripped from the ""MASK IS OFF: CHROMAKOPIA"" video. We missed this for over a year (how?) THANK YOU WILLTD.",,"Nov 12, 2024",,,Song,Snippet,Recording,https://pixeldrain.com/u/j8PW8yYK
CHROMAKOPIA,"I Killed You [V2]
(feat. Santigold)","Early version of ""I Killed You"" with outtake from Santigold, ripped from the ""MASK IS OFF: CHROMAKOPIA"" video.",,"Nov 12, 2024",,,Song,Snippet,Recording,https://pixeldrain.com/u/gHNHeZpT
CHROMAKOPIA,Judge Judy [V1],"Early version of ""Judge Judy"" with mumble, made in the same studio session as ""Mother."" with Thundercat & Pedro Martins. Ripped from the ""MASK IS OFF: CHROMAKOPIA"" video.",,"Nov 12, 2024",,,Song,Snippet,Recording,https://pixeldrain.com/u/TyaREUud
CHROMAKOPIA,"Like Him [V1]
(feat. Lola Young)","Early version of ""Like Him"" with outtake from Lola Young, ripped from the ""MASK IS OFF: CHROMAKOPIA"" video.",,"Nov 12, 2024",,,Song,Snippet,Recording,https://pixeldrain.com/u/EAUDKLcx
CHROMAKOPIA,Mother [V2],"Version of ""Mother"" with mumble, made in the same studio session as ""Judge Judy."" with Thundercat & Pedro Martins. ripped from the ""MASK IS OFF: CHROMAKOPIA"" video.",,"Nov 12, 2024",,,Song,Snippet,Recording,"https://pixeldrain.com/u/XB8LzaBG
https://pixeldrain.com/u/vj5bMQFQ"
CHROMAKOPIA,Sticky [V2],"Early version of ""Sticky"" with outtake from Jazmine & Laila S. Freeman, ripped from the ""MASK IS OFF: CHROMAKOPIA"" video.",,"Nov 12, 2024",,,Song,Snippet,Recording,https://pixeldrain.com/u/Mi4PLGax
CHROMAKOPIA,"Sticky [V3]
(feat. Sexyy Red)","Version of ""Sticky"" with outtake from Sexyy Red, ripped from the ""MASK IS OFF: CHROMAKOPIA"" video.",,"Nov 12, 2024",,,Song,Snippet,Recording,https://pixeldrain.com/u/PRmxJ9kN
CHROMAKOPIA,Thought I Was Dead [V?],"Early version of ""Thought I Was Dead"", ripped from the ""MASK IS OFF: CHROMAKOPIA"" video. First half is of Tyler adlibing on an early version of the instrumental, while the second half is an early rough draft of his first verse on the song.",,"Nov 12, 2024",,,Song,Snippet,Recording,https://pixeldrain.com/u/Nh92bGVS
CHROMAKOPIA,"🏆 ???
(feat. Daniel Caesar)","Studio session with Daniel Caesar in November 2022, ripped from ""MASK IS OFF: CHROMAKOPIA""",,"Nov 12, 2024",,,Song,Snippet,Recording,https://pixeldrain.com/u/TqnQw1XB
Ace,✨ Exotic,Loose instrumental made in 2007.,3:00,"Nov 10, 2024","Jun 29, 1905",2007,Instrumental,Full,High Quality,https://pixeldrain.com/u/bzQeGEJf
Ace,Hangover,Loose instrumental made in 2008.,2:45,"Nov 10, 2024","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/ZbWRwoWi
Bodega,Sci-Fi,"Bodega track, made in 2008. Track 12 on Bodega.",3:09,"Nov 10, 2024","Jun 30, 1905",2008,Instrumental,Full,CD Quality,https://pixeldrain.com/u/j6yJDMyu
PinkGold SquarePixals,⭐ Pixal,PinkGoldSquarePixals track. Originally thought to be the title track. Possibly  the outro to the project.,3:42,"Nov 8, 2024","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/HvFN5TNv
Ace,"Shuffle [V2]
(My Song 10)","Version of ""Shuffle"" that's way longer.",3:05,"Nov 7, 2024","Jun 29, 1905",2007,Instrumental,Full,High Quality,https://pixeldrain.com/u/tWar9DWP
Ace,Harmonica [V2],"Version of ""Harmonica"" with an alternate intro and other differences.",2:55,"Nov 5, 2024","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/wDPbdeZW
WANG$AP,"Sexydick [V2]
(prod. Kanye West)
(Potato Salad, Knock Knock)","Instrumental for an early version of ""Potato Salad,"" has alternate mixing and is pitched up a bit (this is literally just Knock Knock).",3:07,"Nov 2, 2024",,,Instrumental,Beat Only,CD Quality,https://pixeldrain.com/u/Ewb3e3gL
Stereo-Type,⭐️ Supreme (Instrumental) [V2],"Stereo-Type instrumental, made and released sometime in 2006 - 2007 as a single. Later recorded on, also has adlibs.",3:46,"Oct 30, 2024",,,Instrumental,Full,High Quality,https://pixeldrain.com/u/ZgB9o11R
Ace,⭐ Kat,Loose instrumental made in 2009.,3:02,"Oct 23, 2024","Jul 1, 1905",2009,Instrumental,Full,High Quality,https://pixeldrain.com/u/TnYkgwo2
Ace,Green And Purple Pussy Milk,"Part 1 of Green And Purple Pussy Milk, made in 2009. Played on Nuts + Bolts.",2:03,"Oct 22, 2024",,,Instrumental,Partial,Recording,https://pixeldrain.com/u/Umw2M3nY
Unknown,🏅 ???,"Snippet shared on LEAKEDCX by bigschlong3000 on October 22nd, 2024, could be from CHROMAKOPIA since the snippet was tagged with the release date for the album but we don't have confirmation.",,"Oct 22, 2024",,,Other / Unknown,Snippet,Lossless,https://pixeldrain.com/u/NAUpuiuV
Soundz On Acid,Diamond [V1],"Soundz On Acid-era track, made in 2008. ",3:02,"Oct 21, 2024","Jun 30, 1905",2008,Instrumental,Full,High Quality,https://pixeldrain.com/u/caN4wmn9
Bastard,Wheels (instrumental) [V1],"Rough draft of the instrumental to ""Wheels,"" has an alternate instrumentation. Unsure if Tyler ever recorded for this version. Made in 2009.",1:39,"Oct 21, 2024","Jul 1, 1905",2009,Instrumental,Full,CD Quality,https://pixeldrain.com/u/YqAmq3Zh
