Era,Name,Notes,Length,"Release
Date",Type,Streaming,Link(s),Alternate Link(s)
INDICUD,"Solo Dolo Part II
(prod. Kid Cudi) (feat. Kendrick Lamar)","Track 7 from Kid Cudi's 2013 album INDICUD. Written by Scott Mescudi, & Kendrick Duckworth. Mixed by Iain Findlay. Assisted by Cesar Loza. Recorded by Iain Findlay. Assisted by Cesar Loza, & Christian Humphreys. Kendricks vocals mixed by Ali at The Red Room. Executive produced by Dennis Cummings. Mastered by Chris Gehringer. Drums by Kid Cudi. Keyboards by Kid Cudi. Programming by Kid Cudi. This composition embodies portions of ""Going The Distance"" by Menahan Street Band.",3:34,Apr 2013,Album Track,Yes,https://open.spotify.com/track/6IPZkjmCvqDY3RVCkRxr9r?si=b99050c7bf634e2b,
INDICUD,"Girls
(prod. Kid Cudi) (feat. Too $hort)","Track 8 from Kid Cudi's 2013 album INDICUD. Written by Scott Mescudi. Mixed by Iain Findlay. Assisted by Cesar Loza. Recorded by Iain Findlay. Assisted by Cesar Loza, & Christian Humphreys. Executive produced by Dennis Cummings. Mastered by Chris Gehringer. Drums by Kid Cudi, & Dot Da Genius. Keyboards by Kid Cudi, & Dot Da Genius. Programming by Kid Cudi. This composition embodies portions of ""Bitches Reply"" by DJ Jimi. This composition also embodies portions of ""Pretty Girls"" by The Kids of Widney High.",4:28,Apr 2013,Album Track,Yes,https://open.spotify.com/track/7akq5eDflgN6sRCeeGk12g?si=ca8247c2064a46b6,
INDICUD,"New York City Rage Fest
(prod. Kid Cudi)",Track 9 from Kid Cudi's 2013 album INDICUD. Written by Scott Mescudi. Mixed by Iain Findlay. Assisted by Bradford Smith. Recorded by Iain Findlay. Assisted by Thomas Cullison. Executive produced by Dennis Cummings. Mastered by Chris Gehringer. Drums by Kid Cudi. Keyboards by Kid Cudi. Programming by Kid Cudi.,1:53,Apr 2013,Album Track,Yes,https://open.spotify.com/track/606H9aM86W0fGgvlswFpOI?si=ee18311fe66d4249,
INDICUD,"Red Eye
(prod. Kid Cudi) (feat. Haïm)","Track 10 from Kid Cudi's 2013 album INDICUD. Written by Scott Mescudi, Chauncey Hollis, Este Haim, Danielle Haim, & Alana Haim. Mixed by Iain Findlay. Assisted by Bradford Smith. Recorded by Iain Findlay. Assisted by Christian Humphreys, & Thomas Cullison. Executive produced by Dennis Cummings. Mastered by Chris Gehringer. Co-Production by Hit-Boy. Drums by Kid Cudi. Keyboards by Hit-Boy. Programming by Kid Cudi.",3:55,Apr 2013,Album Track,Yes,https://open.spotify.com/track/2O5WOf1i30K1GtvAwpU0C9?si=7efeacaea14a42ca,
INDICUD,"Mad Solar
(prod. Kid Cudi)",Track 11 from Kid Cudi's 2013 album INDICUD. Written by Scott Mescudi. Mixed by Iain Findlay. Assisted by Bradford Smith. Recorded by Iain Findlay. Assisted by Bj Mekk. Executive produced by Dennis Cummings. Mastered by Chris Gehringer. Drums by Kid Cudi. Keyboards by Kid Cudi. Programming by Kid Cudi.,4:09,Apr 2013,Album Track,Yes,https://open.spotify.com/track/1mOcDhuZ5w8oQrp6FkLotW?si=e2739bac8ff24f8f,
INDICUD,"Beez
(prod. Kid Cudi) (feat. RZA)","Track 12 from Kid Cudi's 2013 album INDICUD. Written by Scott Mescudi, & Robert Diggs. Mixed by Iain Findlay. Assisted by Bradford Smith. Recorded by Iain Findlay. Assisted by Christian Humphreys, & Cesar Loza. Executive produced by Dennis Cummings. Mastered by Chris Gehringer. Drums by Kid Cudi. Keyboards by Kid Cudi. Programming by Kid Cudi. This composition embodies portions of ""Mind Playing Tricks On Me"" by The Geto Boys.",3:13,Apr 2013,Album Track,Yes,https://open.spotify.com/track/5JxBWwemuGzQrTC3SBZLCQ?si=9221364d1c73432c,
INDICUD,"Brothers
(prod. Kid Cudi) (feat. King Chip, & A$AP Rocky)","Track 13 from Kid Cudi's 2013 album INDICUD. Written by Scott Mescudi, Charles Worth, & Rakim Mayers. Mixed by Iain Findlay. Assisted by Thomas Cullison. Recorded by Iain Findlay. Assisted by Cesar Loza. Executive produced by Dennis Cummings. Mastered by Chris Gehringer. Drums by Kid Cudi. Keyboards by Kid Cudi. Programming by Kid Cudi.",4:42,Apr 2013,Album Track,Yes,https://open.spotify.com/track/44NkDzvl7KJNOGiP1wcAli?si=6c624e3cc24a4f7c,
INDICUD,"Burn Baby Burn
(prod. Kid Cudi)",Track 14 from Kid Cudi's 2013 album INDICUD. Written by Scott Mescudi. Mixed by Iain Findlay. Assisted by Bradford Smith. Recorded by Iain Findlay. Assisted by Cesar Loza. Executive produced by Dennis Cummings. Mastered by Chris Gehringer. Drums by Kid Cudi. Keyboards by Kid Cudi. Programming by Kid Cudi.,2:58,Apr 2013,Album Track,Yes,https://open.spotify.com/track/1BcNFCsqs3j8ooRTgG7XTR?si=db64b250602d4782,
INDICUD,"Lord Of The Sad And Lonely
(prod. Kid Cudi)",Track 15 from Kid Cudi's 2013 album INDICUD. Written by Scott Mescudi. Mixed by Iain Findlay. Assisted by Bradford Smith. Recorded by Iain Findlay. Assisted by Christian Humphreys. Executive produced by Dennis Cummings. Mastered by Chris Gehringer. Drums by Kid Cudi. Keyboards by Kid Cudi. Programming by Kid Cudi.,2:47,Apr 2013,Album Track,Yes,https://open.spotify.com/track/1U70qs2xkXUNUUJTvlg0J2?si=ba727c287eaf4229,
INDICUD,"Cold Blooded
(prod. Kid Cudi)",Track 16 from Kid Cudi's 2013 album INDICUD. Written by Scott Mescudi. Mixed by Iain Findlay. Assisted by Thomas Cullison. Recorded by Iain Findlay. Assisted by Cesar Loza. Executive produced by Dennis Cummings. Mastered by Chris Gehringer. Drums by Kid Cudi. Keyboards by Kid Cudi. Programming by Kid Cudi.,2:32,Apr 2013,Album Track,Yes,https://open.spotify.com/track/0ffKbBrNmmms2LotCUMsGN?si=25d69a5d20c24bfa,
INDICUD,"Afterwards (Bring Yo Friends)
(prod. Kid Cudi) (feat. King Chip, & Michael Bolton)","Track 17 from Kid Cudi's 2013 album INDICUD. Written by Scott Mescudi, & Charles Worth. Mixed by Iain Findlay. Assisted by Thomas Cullison. Recorded by Iain Findlay. Assisted by Thomas Cullison. Executive produced by Dennis Cummings. Mastered by Chris Gehringer. Chorus & Background vocal by Michael Bolton. Additional vocals by King Chip. Drums by Kid Cudi. Keyboards by Kid Cudi. Programming by Kid Cudi.",9:03,Apr 2013,Album Track,Yes,https://open.spotify.com/track/5z1lpbFYgV4xdAxsBk3x5k?si=7c26d88a50894d8c,
INDICUD,"The Flight Of The Moon Man
(prod. Kid Cudi)",Track 18 from Kid Cudi's 2013 album INDICUD. Written by Scott Mescudi. Mixed by Iain Findlay. Assisted by Bradford Smith. Recorded by Iain Findlay. Assisted by Thomas Cullison. Executive produced by Dennis Cummings. Mastered by Chris Gehringer. Drums by Kid Cudi. Keyboards by Kid Cudi. Programming by Kid Cudi.,2:51,Apr 2013,Album Track,Yes,https://open.spotify.com/track/5fJUYVzt8lJE21WHjvLjan?si=b8cace2f72c548fa,
INDICUD,"Big Boi - She Hates Me
(prod. Sharif Wilson, Big Boi, & Chris Carmouche) (feat. Kid Cudi)","Track 6 from Big Boi's 2013 album Vicious Lies and Dangerous Rumors. Written by Antwan Patton, Scott Mescudi, Sharif Wilson, Chris Carmouche, & Treie. Recorded by Chris Carmouche, & Gary Fly. Mixed by Chris ""The Trinity"" Forehand. Programmed by Sharif Wilson. Additional Vocals by Treie. Guitar by David Whild, & Gary Fly. Keyboards by Chris Carmouche, & Kevin Kendrick. Mastered by Brian ""Big Bass"" Gardner. ",3:50,Dec 2012,Feature,Yes,https://open.spotify.com/track/1MBoWQAUEzMkRtbbFKbtXb?si=b975f8714e5342a0,
INDICUD,"Big Sean - First Chain
(prod. No I.D.) (feat. Kid Cudi, & Nas)","Track 7 from Big Sean's 2013 album Hall Of Fame. Written by Sean Anderson, Ernest Wilson, Nasir Jones, & Scott Mescudi. Recorded by Rob Kinelski. Assistant Engineer by Anna Ugarte. Mixed by Rob Kinelski. Mixing Assistant by Anna Ugarte. Guitar by Steve Wyreman. Bass by Steve Wyreman. Keys by Kevin Randolph, & James Poyser. Additional Vocals by Kaye Fox, & Nicole Lequerica. Executive produced by Kanye West, & Sean Anderson. Mastered by Dave Kutch.",5:29,Jan 2013,Feature,Yes,https://open.spotify.com/track/6RGGi6UDemTjKwtAsIRBHv?si=ec055314f39d4957,
INDICUD,"Chip Tha Ripper - Ask About Me
(prod. Dez, & Ramibeatz) (feat. Kid Cudi)",2013 Remastered version released by producer Ramibeatz.,4:07,Oct 2013,Feature,No,https://pillowcase.su/f/40efc4abd2ea4178a4bf5618ee569d2b,
INDICUD,"G.O.O.D. Music - The Morning
(Performed by Kid Cudi, Kanye West, Raekwon, Common, Pusha T, 2 Chainz, CyHi The Prynce, & D'Banj)","Track 5 from the 2012 G.O.O.D. Music compilation album Cruel Summer. Mixed by Noah Goldstein. Mastered by Anthony Kilhoffer and Noah Goldstein. Engineered by Rob Kinelski and Anna Ugarte. Samples the songs ""Bonus Track"" by IZI, ""Back Again"" by Maruego, and ""At What Kost"" by Henry Draw. Interpolates the songs ""New God Flow.1"" by Kanye West, Pusha T & Ghostface Killah, ""I'm Getting Married"" by Yellowman, ""Funky Drummer"" by James Brown, and ""A Sermon Fragment"" by Rev. G.I. Townsel.",4:35,Sep 2012,Feature,Yes,https://open.spotify.com/track/6KdwBL0OFecxLc1cSV9WVp?si=52531e89dbee4db5,
INDICUD,"G.O.O.D. Music - Creepers
(Performed by Kid Cudi)","Track 10 from the 2012 G.O.O.D. Music compilation album Cruel Summer. Mixed by Noah Goldstein. Mastered by Anthony Kilhoffer and Noah Goldstein. Engineered by Anthony Kilhoffer and Bill Sullivan. Samples the song ""Mary Jane (Live at Long Beach, California, July 30, 1981)"" by Rick James.",3:14,Sep 2012,Single,Yes,https://open.spotify.com/track/6vO5OZ18h33ZO40S9plFDx?si=294e267346334846,
INDICUD,"Kreayshawn - Like It Or Love It
(prod. Kid Cudi, Free School, & Jonas Jeberg) (feat. Kid Cudi)","Track 6 from Kreayshawn's 2012 album Somethin' Bout Kreay. Written by Natassia Zolot, Jean-Baptiste, Ryan Buendia, Jonas Jeberg, Michael McHenry, & Scott Mescudi. Mixed by Jaycen Joshua. Assisted by Trehy Harris. Recorded by Renato Lopez. Vocals by Kid Cudi, & Kreayshawn. All Instrumentation and Drum Programming by Kid Cudi, Michael McHenry, Ryan ""DJ Replay"" Buendia, Jonas Jeberg, & Jean-Baptiste. Guitars by Kid Cudi, & Alain Whyte. Executive produced by Jean-Baptiste. Mastered by Brian ""Big Bass' Gardner.",3:21,Sep 2012,Feature,Yes,https://open.spotify.com/track/2u9S4dzTjZhQCWsNhHFVH7?si=366676175b164bb8,
,Satellite Flight: The Journey To Mother Moon,"(10/16/2013) (Kid Cudi announces he will be releasing an EP as a prelude to his next project)
(02/25/2014) ('Satellite Flight: The Journey To Mother Moon' officially releases)
(2013-2014)",,,"At a concert in Dallas is the first mention of the project, then announced on the 27th of October, 2013, by DatNewCudi on Twitter. 'Satellite Flight: The Journey to Mother Moon' is the fourth studio album by American rapper and singer Kid Cudi. It was released on February 25, 2014, and was originally intended to be an EP, but was later expanded into a full-length album. The album features a more experimental sound, with a greater emphasis on live instrumentation and a more cohesive, concept-driven narrative. The album received generally mixed reviews, with many praising its introspective, atmospheric sound and Cudi's continued evolution as an artist. Despite its critical acclaim, 'Satellite Flight: The Journey to Mother Moon' performed modestly commercially, but remains a fan favorite and a highlight in Kid Cudi's discography. ",,,
Satellite Flight,"Destination: Mother Moon
(prod. Kid Cudi)","Track 1 from Kid Cudi's album Satellite Flight: The Journey To Mother Moon. Written by Scott Mescudi. Mixed by Iain Findlay. Recorded by Iain Findlay. Programming by Iain Findlay. Mastered by Vlado Meller. Album produced by Kid Cudi. Executive produced by Kid Cudi, & Dennis Cummings.",1:50,Feb 2014,Album Track,Yes,https://open.spotify.com/track/69xvcjxnsZvuCKeiJgnRQq?si=2e3468ce52bf45c4,
Satellite Flight,"Going To The Ceremony
(prod. WZRD)","Track 2 from Kid Cudi's album Satellite Flight: The Journey To Mother Moon. Written by Scott Mescudi, & Oladipo Omishore. Mixed by Iain Findlay. Recorded by Dot Da Genius. Recorded at Scott's Crib. Mastered by Vlado Meller. Album produced by Kid Cudi. Executive produced by Kid Cudi, & Dennis Cummings. Contains a sample from ""The Monster's Loose"" of Music from the Adventures of Pete & Pete by Polaris. ",3:48,Feb 2014,Album Track,Yes,https://open.spotify.com/track/6QmjqYYhLEUrtzebW4yvGS?si=ccda39edd5d54f61,
Satellite Flight,"Satellite Flight
(prod. WZRD)","Track 3 from Kid Cudi's album Satellite Flight: The Journey To Mother Moon. Written by Scott Mescudi, & Oladipo Omishore. Mixed by Iain Findlay. Recorded by Iain Findlay. Recorded at Scott's Crib. Strings by Larry Gold. Mastered by Vlado Meller. Samples the song ""Coronado II"" by Polaris. Album produced by Kid Cudi. Executive produced by Kid Cudi, & Dennis Cummings.",4:35,Feb 2014,Album Track,Yes,https://open.spotify.com/track/44TjmVC0vyrnB3anzdCEHa?si=3d27aa73e8294013,
Satellite Flight,"Copernicus Landing
(prod. Kid Cudi)","Track 4 from Kid Cudi's album Satellite Flight: The Journey To Mother Moon. Written by Scott Mescudi. Mixed by Iain Findlay. Recorded by Iain Findlay. Mastered by Vlado Meller. Album produced by Kid Cudi. Executive produced by Kid Cudi, & Dennis Cummings.",4:35,Feb 2014,Album Track,Yes,https://open.spotify.com/track/6LJmlnslstHEablbJLQjjl?si=59c313f793b3489e,
Satellite Flight,"Balmain Jeans
(prod. Kid Cudi) (feat. Raphael Saadiq)","Track 5 from Kid Cudi's album Satellite Flight: The Journey To Mother Moon. Written by Scott Mescudi, & Charles Wiggins. Mixed by Iain Findlay. Recorded by Iain Findlay. Piano by Dot Da Genius. Guitar by Kid Cudi. Additional Guitar & Backup Vocals by Raphael Saadiq. Mastered by Vlado Meller. Album produced by Kid Cudi. Executive produced by Kid Cudi, & Dennis Cummings.",5:27,Feb 2014,Album Track,Yes,https://open.spotify.com/track/5mv1po6d9khHzWHp0C2yBs?si=28f191ef66974708,
Satellite Flight,"Too Bad I Have To Destroy You Now
(prod. Kid Cudi)","Track 6 from Kid Cudi's album Satellite Flight: The Journey To Mother Moon. Written by Scott Mescudi, & Oladipo Omishore. Mixed by Iain Findlay. Recorded by Iain Findlay. Co Produced by Dot Da Genius. Mastered by Vlado Meller. Album produced by Kid Cudi. Executive produced by Kid Cudi, & Dennis Cummings.",6:18,Feb 2014,Album Track,Yes,https://open.spotify.com/track/6kpiwAM3vWN9UbGAQw2v8q?si=8426c340a3094bcb,
Satellite Flight,"Internal Bleeding
(prod. Kid Cudi)","Track 7 from Kid Cudi's album Satellite Flight: The Journey To Mother Moon. Written by Scott Mescudi. Mixed by Iain Findlay. Recorded by Iain Findlay. Mastered by Vlado Meller. Album produced by Kid Cudi. Executive produced by Kid Cudi, & Dennis Cummings.",4:16,Feb 2014,Album Track,Yes,https://open.spotify.com/track/2tcDOT8GTLDx9pMrVuEzwJ?si=a276d47df9ed46d3,
Satellite Flight,"In My Dreams 2015
(prod. Kid Cudi)","Track 8 from Kid Cudi's album Satellite Flight: The Journey To Mother Moon. Written by Scott Mescudi. Mixed by Iain Findlay. Recorded by Iain Findlay. Synth by Dot Da Genius. Mastered by Vlado Meller. Album produced by Kid Cudi. Executive produced by Kid Cudi, & Dennis Cummings.",1:46,Feb 2014,Album Track,Yes,https://open.spotify.com/track/4Gz3guX3pRdLFMZWwjPNe0?si=56f9f0c365774037,
Satellite Flight,"Return Of The Moon Man (Original Score)
(prod. Kid Cudi)","Track 9 from Kid Cudi's album Satellite Flight: The Journey To Mother Moon. Written by Scott Mescudi. Mixed by Iain Findlay. Recorded by Iain Findlay. Synth by Dot Da Genius. Mastered by Vlado Meller. Album produced by Kid Cudi. Executive produced by Kid Cudi, & Dennis Cummings.",5:16,Feb 2014,Album Track,Yes,https://open.spotify.com/track/2b1z3Zz1KqTYBlIIF2gkFL?si=5d28da2aec0b4181,
Satellite Flight,"Troubled Boy
(prod. Kid Cudi)","Track 10 from Kid Cudi's album Satellite Flight: The Journey To Mother Moon. Written by Scott Mescudi. Mixed by Iain Findlay. Recorded by Dot Da Genius. Guitar by Kid Cudi. Mastered by Vlado Meller. Album produced by Kid Cudi. Executive produced by Kid Cudi, & Dennis Cummings.",3:23,Feb 2014,Album Track,Yes,https://open.spotify.com/track/4yeB1e6hiIrTOVB0Q5LDbN?si=a6b4495a84234bd5,
Satellite Flight,"Kanye West - Guilt Trip
(feat. Kid Cudi)","Track 8 from Kanye West's 2013 album Yeezus. Features cello from Chris ""Hitchcock"" Chorney. Mixed by Noah Goldstein, Dave ""Squirrel"" Covell, Eric Lynn, Josh Smith, and Sean Oakley. Mastered by Vlado Meller and Mark Santangelo. Engineered by Noah Goldstein, Keith Parry, Khoï Huynh, Nabil Essemlani, Raoul Le Pennec, Mike Dean, Anthony Kilhoffer, Marc Portheau, Brent Kolatalo, Dave ""Squirrel"" Covell, David Rowland, Eric Lynn, Josh Smith, Kenta Yonesaka, Sean Oakley, and Matt Arnold. Additional vocal from Scott Mescudi. Samples the song ""Blocka"" by Pusha T. Interpolates the song ""Chief Rocka"" by Lords of the Underground.",4:04,Jun 2013,Feature,Yes,https://open.spotify.com/track/5nPOM0nFRAJ3XI8xCxNAzO?si=550fe999ac49400b,
Satellite Flight,"King Chip - Vortex
(prod. WZRD) (feat. Kid Cudi, & Pusha T)",Track 9 from King Chip's 2013 mixtape 44108. Track 11 from a 2014 Deluxe Version released for purchase to online services.,3:50,Sep 2013,Feature,Yes,https://open.spotify.com/track/6wsKS5mEpg1dqgiONXGTxh?si=546539580d1449b7,https://krakenfiles.com/view/XZXbGO8P9n/file.html
,Speedin' Bullet 2 Heaven,"(02/25/2014) ('Satellite Flight' releases and Cudi starts work on next album.)
(12/04/2015) ('Speedin' Bullet 2 Heaven' officially releases)
(2014-2015)",,,"On 04/04/2015, Kid Cudi announced ""Speedin' Bullet 2 Heaven"" via Twitter. We do not know if he had more rapping and typical hip-hop songs during the early stages of this era before the announcement or not. Speedin' Bullet 2 Heaven received negative reviews from critics and fans alike, due to it being a far cry from the style of his previous albums. Very experimental alt/emo rock. Very polarizing.",,,
Speedin' Bullet 2 Heaven,"Hero
(prod. Kid Cudi, & Dot Da Genius) (Performed by Kid Cudi, & Skylar Grey)","Track 4 from the 2014 Need For Speed - EP. Written by Scott Mescudi, & Holly Hafermann.",4:54,Mar 2014,Single,Yes,https://open.spotify.com/track/3WiVnc0FPZYysQlVUGQy8E?si=f647c311fd2249ae,
Speedin' Bullet 2 Heaven,"love. (Soundcloud Version)
(prod. Ratatat, Kid Cudi, & Dot Da Genius)
(Real Love)","OG Filename: Real Love_11.wav
Wav file leaked March 29th, 2023. Originally cut from Satellite Flight. 11 in the OG filename meaning it was to be the last track for SF. Longer outro and contains more of the distorted guitar and has a slightly different piano than the TBWFTTM release. Originally released on Kid Cudi's Soundcloud Cudderland. Recorded around the Satellite Flight sessions. Produced by Kid Cudi. Keys by Dot Da Genius. Samples the song ""Sunblocks"" by Ratatat.",5:39,Mar 2015,Single,No,https://pillowcase.su/f/2ec8ef6df5a6b0f51e2fc41fd7e10edc,
Speedin' Bullet 2 Heaven,"JFKPSA
(prod. Kid Cudi)","Released on Kid Cudi's Soundcloud Cudderland. Sample portions of a speech President John F. Kennedy gave at Amherst College on October 26th, 1963.",2:32,Aug 2015,Production,No,https://krakenfiles.com/view/ChdmWRJGzU/file.html,
Speedin' Bullet 2 Heaven,"Confused!
(prod. Kid Cudi)",First single for Speedin' Bullet 2 Heaven. Written By Scott Mescudi. Mixed by Anthony Kilhoffer. Engineered by Anthony Kilhoffer. Mastered by Lurssen Mastering. Live drums by Michael Moore. Guitar & Bass by Kid Cudi.,3:56,Aug 2015,Single,No,https://open.spotify.com/track/6fqmq4QmtyGhYYx2erQtXG?si=59b5e7461b894fe7,
Speedin' Bullet 2 Heaven,"Edge Of The Earth/Post Mortem Boredom
(prod. Kid Cudi)",Track 1 from Kid Cudi's 2015 album Speedin' Bullet 2 Heaven. Written By Scott Mescudi. Mixed by Anthony Kilhoffer. Engineered by Anthony Kilhoffer. Mastered by Lurssen Mastering. Guitar & Bass by Kid Cudi.,4:43,Oct 2015,Album Track,Yes,https://open.spotify.com/track/28fbq4huUKyLKSUls5IIeM?si=e325df398c3e48c9,
