Era,Name,Track Number / Info,Track Length,Release Date,Type,Streaming,Link(s)
2001,"Warren G - Game Don't Wait (Remix)
(feat. Xzibit, Snoop Dogg & Nate Dogg) (prod. Dr. Dre)","Released as the second single for Warren G's third album, ""I Want It All"", but the original version was included on the album. Samples ""My Name Is"" by Eminem.",3:47,"Sep 9, 1999",Production,No,
,Mixing,,,,,,
2001,"The Firm - Firm Biz
(perf. AZ, Foxy Brown & Nas) (feat. Dawn Robinson) (prod. L.E.S.)","Track 16 on ""The Album"". Includes keys by Keith Winfield, bass by Mike Elizondo, saxophone by Jerry Moore, trombone by Ken Mengle and Scott Huges and trumpet by Ron Blake. Mixed by Dr. Dre and Segal.",3:24,"Oct 21, 1997",Mixing,Yes,
,Other,,,,,,
2001,"Let Me Ride (Remix)
(feat. Snoop Dogg) (prod. Daz Dillinger)",Track 18 on Death Row Greatest Hits.,6:01,"Nov 26, 1996",Remix,Yes,
2001,"Lil' Ghetto Boy (Remix)
(feat. Daz Dillinger & Snoop Dogg) (prod. Tony G. & Julio G)",Track 24 on Death Row Greatest Hits.,4:52,"Nov 26, 1996",Remix,Yes,
2001,"Nuthin' But A G Thang (Remix)
(feat. Snoop Dogg) (prod. DJ Jam & Tommy D)",Track 22 on Death Row Greatest Hits.,4:33,"Nov 26, 1996",Remix,Yes,
2001,"MC Breed - Guerilla Pimpin' [V1]
(feat. The D.O.C.) (prod. Erotic D)
(Guerilla Pympin')","Original version of Guerilla Pympin', with MC Breed rapping the lyrics D.O.C. wrote and D.O.C. doing the hook/bridge instead of Dr. Dre. Also lacks Dre's production and is shorter than the Deuce version.",4:39,"Sep 23, 1997",Other,Yes,
"132 Total
24 Feature
81 Production
26 Mixing
1 Other",Detox [V1],"(11/16/1999) (2001 officially releases)
(02/??/2002) (Detox sessions start in full force)
(08/??/2004) (Dre gives up on Detox)
(11/??/2004) (Dre announces that he's back to working on Detox)",,,,"The first era of Detox. Off the heels from 2001 Dre took some time to help bring up Eminem and Xzibit's albums and work with other artists, of course while working on his then supposed to be third album, Detox. Dre himself would state that Detox would be a ""hip hop musical"" of sorts, conceptualized about a hitman. However, the concept was scrapped a couple years after. Not much material has leaked from this era but at the time Dre was promoting this as his final album before retiring (even claiming that the verse he recorded for Where I'm From would be his last verse ever). In 2004, Dre also mentioned he wanted to put out up to 12 singles for the album as well, however later that year he seems to have restarted development once again. Songs such as Want Me Back would leave a legacy for Dre.",
,Features,,,,,,
Detox [V1],"Bilal - Fast Lane (Remix)
(feat. Dr. Dre & Jadakiss) (prod. Dr. Dre)","Remix of ""Fast Lane"" featuring a verse from Dre in addition to Jadakiss, featured in the music video and on various single releases.",4:12,2001,Feature,No,
Detox [V1],"DJ Quik - Put It On Me
(with Dr. Dre) (feat. Mimi) (prod. Dr. Dre)","Track 4 on the ""Training Day"" soundtrack, and later included as track 4 on DJ Quik's album ""Under Tha Influence"". ",5:04,"Sep 11, 2001",Feature,Yes,
Detox [V1],"Eminem - Bitch Please II
(feat. Dr. Dre, Snoop Dogg, Xzibit & Nate Dogg) (prod. Dr. Dre)","Track 15 on ""The Marshall Mathers LP"". Made sometime in late December of 1999.",4:48,"May 23, 2000",Feature,Yes,https://open.spotify.com/track/7lgvU7WnwcNZ8dbGUz8yhP?si=b780e657bc90400f
Detox [V1],"Eminem - Say What You Say
(feat. Dr. Dre) (add. Timbaland) (prod. Dr. Dre)","Track 17 on ""The Eminem Show"". Includes keys by Neff-U and Mike Elizondo and bass by Mike Elizondo.",5:09,"May 26, 2002",Feature,Yes,https://open.spotify.com/album/2cWBwpqMsDJC1ZUwz813lo?si=bXnbUXaPQvSTqyTX9qidkA
Detox [V1],"Funkmaster Flex & Big Kap - If I Get Locked Up
(feat. Eminem & Dr. Dre) (prod. Rockwilder)","Track 4 on ""The Tunnel"".",3:40,"Dec 7, 1999",Feature,Yes,
Detox [V1],"Funkmaster Flex - Intro/Funkmaster Flex
(feat. Dr. Dre) (prod. P. King)","Track 1 on ""60 Minutes of Funk, Volume IV: The Mixtape"".",0:56,"Dec 5, 2000",Feature,Yes,https://music.apple.com/us/song/intro-funkmaster-flex-featuring-dr-dre-explicit/1308737064
Detox [V1],"Ice Cube - Hello
(feat. Dr. Dre & MC Ren) (prod. Dr. Dre & Mel-Man)","Track 1 on ""War & Peace Vol. 2 (The Peace Disc)"". Includes uncredited production by Chris ""The Glove"" Taylor.",3:55,"Mar 21, 2000",Feature,Yes,
Detox [V1],"JAY-Z - Watch Me
(feat. Dr. Dre) (prod. Irv Gotti & Lil Rob)"," Track 10 on the European version of ""Vol. 3... Life and Times of S. Carter"". Replaced by ""Hova Interlude"" on the American/streaming versions of the album.",4:34,"Dec 28, 1999",Feature,No,https://pillows.su/f/3cefb25f16aca3780027a927744c4e79
Detox [V1],"JAY-Z - The Watcher 2
(feat. Dr. Dre, Rakim & Truth Hurts) (add. Terri) (prod. Dr. Dre & Scott Storch)","Track 3 on ""The Blueprint 2"" by JAY-Z. Serves as a sequel to the song of the same name from 2001.",5:57,"Nov 12, 2002",Feature,Yes,
Detox [V1],"Nate Dogg - Your Wife
(feat. Dr. Dre) (add. Barbara Wilson) (prod. Dr. Dre & Mike Elizondo)","Track 6 on ""Music & Me"".",3:39,"Dec 4, 2001",Feature,Yes,
Detox [V1],"Obie Trice - Shit Hits The Fan
(feat. Dr. Dre) (prod. Dr. Dre & Mike Elizondo)","Track 8 from ""Cheers"". Em does the hook, but isn't credited.",4:52,"Sep 23, 2003",Feature,Yes,https://open.spotify.com/track/1r3cH3Y1QGe8VseL8GEvn2?si=0367b2201a8046a8
Detox [V1],"King Tee - Monay
(feat. Dr. Dre) (add. Dawn Robinson) (prod. Dr. Dre)","Track 5 on ""Thy Kingdom Come"".",4:13,"Aug 6, 2002",Feature,No,
Detox [V1],"King Tee - Step On By
(feat. Dr. Dre, RC & Crystal) (prod. Dr. Dre)","Track 14 on ""Thy Kingdom Come"".",5:14,"Aug 6, 2002",Feature,No,
Detox [V1],"King Tee - Where's T
(feat. Dr. Dre) (add. RC) (prod. Dr. Dre)","Track 15 on ""Thy Kingdom Come"". RC has backing vocals.",3:16,"Aug 6, 2002",Feature,No,
Detox [V1],"King Tee - Where's T [Single Version]
(feat. Dr. Dre) (add. RC) (prod. Dr. Dre)","Single version of ""Where's T"" that's significantly longer than the album version. Unclear when this was released, but CD and 12"" singles of ""Monay"" with ""Where's T"" included on the B-side were released in Germany sometime in 2002.",4:35,2002,Feature,No,
Detox [V1],"Knoc-Turn'Al - The Knoc
(feat. Dr. Dre & Missy Elliott) (prod. Dr. Dre)","Released as a single and later appeared as track 1 on ""L.A. Confidential presents: Knoc-turn'al"". Originally released as the lead single for ""Knoc's Landin"", which was ultimately cancelled. ",4:17,"Feb 19, 2002",Feature,Yes,
Detox [V1],"Stat Quo - The Sage Continues... The Future
(feat. Dr. Dre) (prod. Dr. Dre)",Track #1 on Underground Atlanta Vol. 2.,,2003,Feature,No,
Detox [V1],"Stat Quo - The Future Pt. 2
(feat. Dr. Dre) (prod. Dr. Dre)",Track #9 on Underground Atlanta Vol. 2.,,2003,Feature,No,
Detox [V1],"Stat Quo - The Future Pt. 3
(feat. Dr. Dre) (prod. Dr. Dre)",Track #19 on Underground Atlanta Vol. 2.,,2003,Feature,No,
Detox [V1],"The D.O.C. - Guerilla Pympin' [V2]
(feat. Six-Two & Dr. Dre) (prod. Erotic D & Dr. Dre)
(Guerilla Pimpin')","Track 8 on ""Deuce"".",5:01,"Feb 25, 2003",Feature,No,
Detox [V1],"Truth Hurts - Push Play
(feat. Dr. Dre) (prod. Dr. Dre)","Track 1 on ""Truthfully Speaking"". Includes backgroung vocals by Traci Nelson and Barbara Wilson, as well as bass by Mike Elizondo, keys by Camara Kambon and scratches by DJ Quik. ",2:42,"Jun 25, 2002",Feature,Yes,
Detox [V1],"Xzibit - U Know
(feat. Dr. Dre) (prod. Dr. Dre & Nottz)","Track 4 on ""Restless"". Includes keys by Scott Storch. ",3:26,"Dec 12, 2000",Feature,Yes,
Detox [V1],"Xzibit - Symphony In X Major
(feat. Dr. Dre) (add. Traci Nelson, Ms. Monét, Barbara Wilson & Romeo Johnson) (prod. Rick Rock)","Track 2 on ""Man vs. Machine"".",3:55,"Oct 1, 2002",Feature,Yes,
,Production,,,,,,
Detox [V1],"40 Glocc - Poppa's Little Soulja
(feat. Dino) (prod. Dr. Dre)
(Papa Lil Soldier, Papa's Lil Soldier)","Track 14 on ""The Jakal"" (under the name ""Papa Lil Soldier"") and released as the album's lead single.",3:20,2002,Production,Yes,
Detox [V1],"40 Glocc - Move
(feat. Khali-Bless) (prod. Dr. Dre)","Released on the B-side of the Poppa's Little Soulja single and later included as track 20 on ""The Jackal"", although Dr. Dre was left uncredited on the album for unknown reasons.",3:27,2002,Production,Yes,
Detox [V1],"40 Glocc - Finer Thangzzz
(feat. L.V.) (prod. Dr. Dre)","Released on the B-side of the Poppa's Little Soulja single and later included as track 7 on the Big Tray Deee compilation album ""The General's List"".",3:32,2002,Production,Yes,
Detox [V1],"50 Cent - In Da Club
(prod. Dr. Dre & Mike Elizondo) ","Released as a single and track 5 on ""Get Rich Or Die Tryin'"". Includes keys, guitar and bass by Mike Elizondo. Mixed by Dre. Was supposed to be for Brooklyn's Aftermath album.",3:13,"Jan 7, 2003",Production,Yes,
Detox [V1],"50 Cent - Heat
(prod. Dr. Dre) ","Track 7 on ""Get Rich Or Die Tryin'"". Includes keys by Mike Elizondo and fender rhodes by Neff-U. Mixed by Dre.",4:15,"Feb 6, 2003",Production,Yes,
Detox [V1],"50 Cent - If I Can't
(add. Dr. Dre) (prod. Dr. Dre, Mike Elizondo & Neff-U) ","Track 8 on ""Get Rich Or Die Tryin'"" and later released as a post-album single September 16th, 2003. Includes keys, guitar and bass by Mike Elizondo. Mixed by Dre. Neff-U is only credited on the digital releases of the song.",3:17,"Feb 6, 2003",Production,Yes,
Detox [V1],"50 Cent - Back Down
(add. Traci Spencer) (prod. Dr. Dre)","Track 10 on ""Get Rich Or Die Tryin'"". Includes keys by Neff-U and Mike Elizondo and bass and guitar by Mike Elizondo. Mixed by Dre.",4:03,"Feb 6, 2003",Production,Yes,
Detox [V1],"50 Cent - In Da Hood
(feat. Brooklyn) (prod. Dr. Dre) ","Track 3 on ""The New Breed"" bonus disc. Includes bass guitar by Mike Elizondo and piano by Scott Storch. Mixed by Dre.",2:50,"Apr 15, 2003",Production,No,
Detox [V1],"AZ - Time [V2]
(feat. Nature & Nas) (prod. Dr. Dre)","Track 11 on the second disc of ""Decade: 1994-2004"", a compilation album of AZ's hits and unreleased material. Originally made for The Firm.",3:56,"Oct 12, 2004",Production,No,https://pillows.su/f/e4bd31a3c69a7a22a0db457ee4c4a6f3
Detox [V1],"Bilal - Fast Lane [V1]
(prod. Dr. Dre)","Track 3 on early pressings of ""1st Born Second"", replaced by the Jadakiss remix for later releases and the streaming version. This version of the song is shorter and doesn't include any features, some singles refer to this as the 'original version'.",3:55,2000,Production,No,https://pillows.su/f/95eae90593317a14531fd22f3507b124
Detox [V1],"Bilal - Fast Lane [V2]
(feat. Jadakiss) (add. Sid McCoy) (prod. Dr. Dre)","Track 3 on ""1st Born Second"". Physical editions and streaming releases include this version, but mistakenly list it as featuring Dr. Dre. Includes keys by Scott Storch.",4:37,2000,Production,Yes,
Detox [V1],"Bilal - Sally
(prod. Dr. Dre)","Track 6 on ""1st Born Second"". Includes keys by Mike Elizondo and Tommy Coster Jr.",3:47,"Jul 27, 2001",Production,Yes,
Detox [V1],"Busta Rhymes - Truck Volume
(prod. Dr. Dre)","Track 8 on ""Genesis"". Includes keys by Scott Storch and bass guitar by Mike Elizondo. Mixed by Dre.",3:51,"Aug 25, 2001",Production,Yes,
Detox [V1],"Busta Rhymes - Break Ya Neck
(add. Truth Hurts) (prod. Dr. Dre & Scott Storch)","Track 10 on ""Genesis"" and the second single released for the album. Includes electric guitar by Mike Elizondo. Mixed by Dre.",3:51,"Aug 25, 2001",Production,Yes,
Detox [V1],"Busta Rhymes - Holla [V2]
(add. Truth Hurts) (prod. Dr. Dre)","Track 12 on ""Genesis"". Includes keys by Mike Elizondo and Camara Kambon and guitar by Mike Elizondo. Mixed by Dre.",4:34,"Nov 27, 2001",Production,Yes,
Detox [V1],"D12 - American Psycho II
(feat. B-Real) (prod. Dr. Dre & Mike Elizondo)","Track 18 on ""D-12 World"".",3:44,"Apr 27, 2004",Production,Yes,
Detox [V1],"Eminem - Kill You
(prod. Dr. Dre & Mel-Man)","Track 3 on ""The Marshall Mathers LP"". Recorded in November of 1999.",4:24,"May 23, 2000",Production,Yes,https://open.spotify.com/track/5eGEc27nnhtmcOh6RC890a?si=4626e84d61214dc9
Detox [V1],"Eminem - Who Knew
(prod. Dr. Dre & Mel-Man)","Track 5 on The ""Marshall Mathers LP"". Recorded in December of 1999. Originally titled ""I Never Knew"".",3:47,"May 23, 2000",Production,Yes,https://open.spotify.com/track/15joiMls8SpP1VtGivYh6i?si=36672279880c452d
Detox [V1],"Eminem - Remember Me?
(feat. RBX & Sticky Fingaz) (add. Dr. Dre) (prod. Dr. Dre & Mel-Man)","Track 5 on ""The Marshall Mathers LP"". Recorded in 1999. Dre has one uncredited vocal at the end of Em's verse.",3:38,"May 23, 2000",Production,Yes,https://open.spotify.com/track/7996f9NZeypc4jqfc6hJUa?si=e9c52af7277c4103
Detox [V1],"Eminem - The Real Slim Shady
(prod. Dr. Dre & Mel-Man)","Track 8 on ""The Marshall Mathers LP"". Recorded March 8th, 2000.",4:44,"Apr 18, 2000",Production,Yes,
Detox [V1],"Eminem - I'm Back
(prod. Dr. Dre & Mel-Man)","Track 10 on ""The Marshall Mathers LP"". From 1999, month unknown.",5:09,"May 23, 2000",Production,Yes,https://open.spotify.com/track/3xVtc7PB4V3AqAfq4Iahli?si=797a74fc478f4206
Detox [V1],"Eminem - Business
(add. Dr. Dre) (prod. Dr. Dre, Mike Elizondo & Neff-U)","Track 3 on ""The Eminem Show"". Includes keyboards by Neff-U and bass and guitar by Mike Elizondo. Dre does uncredited ad-libs. Hell yeah!",4:11,"May 26, 2002",Production,Yes,https://open.spotify.com/album/2cWBwpqMsDJC1ZUwz813lo?si=bXnbUXaPQvSTqyTX9qidkA
Detox [V1],"Eminem - The Kiss - Skit
(add. Gary Kozlowski & Lynette Purdy) (prod. Dr. Dre & Eminem)","Track 6 on ""The Eminem Show"".",1:15,"May 26, 2002",Production,Yes,https://open.spotify.com/album/2cWBwpqMsDJC1ZUwz813lo?si=bXnbUXaPQvSTqyTX9qidkA
Detox [V1],"Eminem - My Dad's Gone Crazy
(feat. Hailie Jade) (add. Steve King) (prod. Dr. Dre)","Track 19 on ""The Eminem Show"". Includes keys by Neff-U and Mike Elizondo and bass by Mike Elizondo.",4:27,"May 26, 2002",Production,Yes,https://open.spotify.com/album/2cWBwpqMsDJC1ZUwz813lo?si=bXnbUXaPQvSTqyTX9qidkA
Detox [V1],"Eve - Let Me Blow Ya Mind
(feat. Gwen Stefani) (add. Stevie J) (prod. Dr. Dre & Scott Storch)","Track 4 on ""Scorpion"". Released as a post-album single on April 2nd, 2001. Includes keys by Scott Storch and guitar by Mike Elizondo. Mixed by Dre.",3:49,"Mar 6, 2001",Production,Yes,
Detox [V1],"Eve - That's What It Is
(feat. Styles P) (prod. Dr. Dre)","Track 10 on ""Scorpion"". Includes keys by Scott Storch. Mixed by Dre.",3:40,"Mar 6, 2001",Production,Yes,
Detox [V1],"Eve - What!
(feat. Truth Hurts) (prod. Dr. Dre)","Track 2 on ""Eve-Olution"".",3:19,"Aug 27, 2002",Production,Yes,
Detox [V1],"Eve - Satisfaction
(add. Traci Spencer) (prod. Dr. Dre, Mike Elizondo & Scott Storch)","Track 11 on ""Eve-Olution"". Released as a post-album single February 25, 2003.",4:18,"Aug 27, 2002",Production,Yes,
Detox [V1],"D12 - Nasty Mind
(feat. Truth Hurts) (prod. Dr. Dre & Mike Elizondo)","Track 5 on ""Devil's Night"".",4:43,"Jun 19, 2001",Production,Yes,https://open.spotify.com/album/22CVoj4sxsAGO02OONbkQA?si=Qk-iataZQE2uKHwl0HYv2A
Detox [V1],"D12 - Ain't Nuttin' But Music
(prod. Dr. Dre, Mike Elizondo & Scott Storch)","Track 6 on ""Devil's Night"".",5:12,"Jun 19, 2001",Production,Yes,https://open.spotify.com/album/22CVoj4sxsAGO02OONbkQA?si=Qk-iataZQE2uKHwl0HYv2A
Detox [V1],"D12 - Fight Music
(prod. Dr. Dre, Mike Elizondo & Scott Storch)","Track 11 on ""Devil's Night"".",4:21,"Jun 19, 2001",Production,Yes,https://open.spotify.com/album/22CVoj4sxsAGO02OONbkQA?si=Qk-iataZQE2uKHwl0HYv2A
Detox [V1],"D12 - Revelation
(prod. Dr. Dre, Mike Elizondo & Scott Storch)","Track 18 on ""Devil's Night"".",5:48,"Jun 19, 2001",Production,Yes,https://open.spotify.com/album/22CVoj4sxsAGO02OONbkQA?si=Qk-iataZQE2uKHwl0HYv2A
Detox [V1],"Devin The Dude - It's A Shame
(feat. Poo Bear) (prod. Dr. Dre & Mike Elizondo)","Track 2 on ""Just Tryin' ta Live"".",3:48,"Aug 27, 2002",Production,Yes,
Detox [V1],"Gunz Click - Intro (The Aftermath)
(prod. Dr. Dre)","Track 1 on ""Gunz Click Archives: You Don't Want It... Ask Him!"". Recorded for the scrapped Aftermath debut in 1998, which was later released in 2003 in certain regions.",1:05,2003,Production,No,https://pillows.su/f/21d40260ef2b75efbf09218ab1cc36f9
Detox [V1],"Gunz Click - Career Climinals
(prod. Dr. Dre & Stu-B-Doo)","Track 2 on ""Gunz Click Archives: You Don't Want It... Ask Him!"". Recorded for the scrapped Aftermath debut in 1998, which was later released in 2003 in certain regions.",4:21,2003,Production,No,https://pillows.su/f/de53bd216b3182f7a4538397c7873ff5
Detox [V1],"Gunz Click - G.U.N.Z. & G.A.T.Z.
(prod. Dr. Dre)","Track 4 on ""Gunz Click Archives: You Don't Want It... Ask Him!"". Recorded for the scrapped Aftermath debut in 1998, which was later released in 2003 in certain regions.",4:35,2003,Production,No,https://pillows.su/f/e58c22cd848473576dcd295ff6cab1f4
Detox [V1],"Gunz Click - C-Low
(prod. Dr. Dre)","Track 5 on ""Gunz Click Archives: You Don't Want It.. Ask Him!"". Recorded for the scrapped Aftermath debut in 1998, which was later released in 2003 in certain regions. Also released on a promo vinyl.",5:33,2003,Production,No,https://pillows.su/f/896caaad36622b14697f8cf68c37411a
Detox [V1],"Gunz Click - Thirsty
(prod. Dr. Dre & Stu-B-Doo)","Track 6 on ""Gunz Click Archives: You Don't Want It... Ask Him!"". Recorded for the scrapped Aftermath debut in 1998, which was later released in 2003 in certain regions.",3:28,2003,Production,No,https://pillows.su/f/0bff9049fc721cf87951a867352e4d4f
Detox [V1],"Gunz Click - Trigga Happy
(feat. Ras Kass) (prod. Dr. Dre)","Track 9 on ""Gunz Click Archives: You Don't Want It... Ask Him!"". Recorded for the scrapped Aftermath debut in 1998, which was later released in 2003 in certain regions. Also released on a promo vinyl.",5:20,2003,Production,No,https://pillows.su/f/db61618f77de1dae7d7c0d76920feeab
Detox [V1],"Gunz Click - We'd Like To Teach
(prod. Dr. Dre)","Track 11 on ""Gunz Click Archives: You Don't Want It... Ask Him!"". Recorded for the scrapped Aftermath debut in 1998, which was later released in 2003 in certain regions.",3:25,2003,Production,No,https://pillows.su/f/5960db43d9b08c0cde2eeefd658d9301
Detox [V1],"G-Unit - Poppin' Them Thangs
(prod. Dr. Dre & Scott Storch)","Track 2 on ""Beg For Mercy"" and the second single released for the album. Includes keys and guitar by Mike Elizondo.",4:00,"Nov 4, 2003",Production,Yes,
Detox [V1],"G-Unit - G'd Up
(prod. Dr. Dre)","Track 15 on ""Beg For Mercy"". Includes guitar by Mike Elizondo and keys by Scott Storch",4:47,"Nov 14, 2003",Production,Yes,
Detox [V1],"Jimmy Brinx - Pipe Down
(feat. The Game) (prod. Dr. Dre)","Track 3 on the DJ Warrior mixtape ""Ill Street Dues Pt. 1 (Best of Hip Hop)"". Produced by Dre.",4:16,2003,Production,No,https://www.discogs.com/release/12230603-DJ-Warrior-Ill-Street-Dues-Pt-1-Best-Of-Hip-Hop?srsltid=AfmBOortv_G0_b1VsxAjkPqrk03waqCIjgkFsW2ISrc_6DCpRs5Gytm9
Detox [V1],"King Tee - Speak On It
(prod. Dr. Dre)","Track 2 on the 2002 release of ""Thy Kingdom Come"". Mixed by Dre.",3:29,"Aug 6, 2002",Production,No,
Detox [V1],"King Tee - The Cron
(prod. Dr. Dre)
(Da'Kron)","Track 8 on ""Thy Kingdom Come"". Samples ""Who Am I (What's My Name)?"" by Snoop Dogg.",4:26,"Aug 6, 2002",Production,Yes,https://open.spotify.com/track/6AMXiEEiAeL5ebKNWdfMp9?si=3c16b20f57114389
Detox [V1],"King Tee - Real Raw
(feat. Killa Ben) (prod. Dr. Dre)
(Reel Raw)","Track 14 on ""Thy Kingdom Come"".",4:00,"Aug 6, 2002",Production,Yes,https://open.spotify.com/track/2uZkYArxD8Gp0ucZR2e1gX?si=b86aa4773de64c2d
Detox [V1],"King Tee - 6 N'na Moe'nin [V1]
(feat. Dawn Robinson) (prod. The Glove & Dr. Dre)
(Zoom)","Track 18 on ""Thy Kingdom Come"". Samples ""One More Chance"" by The Notorious B.I.G. Shares the instrumental with Zoom, but was made before.",3:08,"Aug 6, 2002",Production,Yes,https://open.spotify.com/track/7ihs6o5caOeBSGrcyio4P9?si=78746bf605364d7c
Detox [V1],"King Tee - Big Ballin'
(feat. RC) (prod. Dr. Dre)
(Big Ballin' (Playin 2 Win))","Track 20 on ""Thy Kingdom Come"".",5:02,"Aug 6, 2002",Production,Yes,https://open.spotify.com/track/4XktekHKya55p6ztxefpVN?si=8264205a19624c25
